name,data,time
bst,2,0.1639
bst,4,0.0327
bst,8,0.0457
bst,16,0.0473
bst,32,0.0717
bst,64,0.1296
bst,128,0.3028
bst,256,0.2476
bst,512,0.5094
bst,1024,0.7036
bst,2048,2.1197
bst,4096,5.9129
bst,8192,8.4146
bst,16384,15.0331
bst,32768,42.0533
bst,65536,108.5743
bst,131072,189.6207
bst,262144,352.2176
bst,524288,657.8616
bst,1048576,1303.8341
