name,data,time
avl,2,0.0066
avl,4,0.0058
avl,8,0.0420
avl,16,0.0112
avl,32,0.0136
avl,64,0.0156
avl,128,0.0258
avl,256,0.0766
avl,512,0.1287
avl,1024,0.2376
avl,2048,0.4268
avl,4096,0.7646
avl,8192,1.4136
avl,16384,3.5183
avl,32768,5.9621
avl,65536,11.4622
avl,131072,21.4634
avl,262144,40.6209
avl,524288,87.9704
avl,1048576,172.0823
